Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_GW,Vph1_Num_wells_GW,Vph1_penetrance_GW,Vph1_class E_GW,Vph1_class G_GW,Vph1_enlarged_GW,Vph1_fragmented_GW,Vph1_multilobed_GW,Vph1_V-ATPase defect_GW,Vph1_WT_GW,Vph1_none_GW,Snf7_Num_cells_GW,Snf7_Num_wells_GW,Snf7_penetrance_GW,Snf7_condensed_GW,Snf7_fragmented_GW,Snf7_membrane_GW,Snf7_WT_GW,Snf7_none_GW,Sla1_Num_cells_GW,Sla1_Num_wells_GW,Sla1_penetrance_GW,Sla1_aggregate_GW,Sla1_decreased patch number_GW,Sla1_depolarized patches_GW,Sla1_increased patch number_GW,Sla1_WT_GW,Sla1_none_GW,Sac6_Num_cells_GW,Sac6_Num_wells_GW,Sac6_penetrance_GW,Sac6_aggregate_GW,Sac6_bright patches_GW,Sac6_decreased patch number_GW,Sac6_depolarized patches_GW,Sac6_WT_GW,Sac6_none_GW
YGR258C,RAD2,,DMA-SLOW182,,212,1,14.6,0.028,0,0,0.019,0.085,0.014,0.854,0,413,3,24.9,0.128,0.063,0.039,0.751,0.019,439,1,16.2,0.052,0.034,0.021,0.05,0.838,0.005,395,1,19.7,0.061,0.023,0.025,0.073,0.803,0.015
YGR240C,PFK1,,DMA-SLOW183,,50,1,4,0,0.04,0,0,0,0,0.96,0,14,1,42.9,0,0,0.429,0.571,0,143,1,23.8,0.035,0.154,0.021,0.028,0.762,0,131,1,25.2,0.061,0,0.122,0.069,0.748,0
YGR222W,PET54,,DMA-SLOW184,,178,1,3.9,0.006,0,0,0.011,0.022,0,0.961,0,234,3,28.6,0.103,0.103,0.06,0.714,0.021,188,1,15.4,0.037,0.043,0.059,0.011,0.846,0.005,176,1,24.4,0.034,0.034,0.074,0.097,0.756,0.006
YGR220C,MRPL9,,DMA-SLOW185,,249,1,6.8,0.008,0.008,0,0.02,0.004,0.024,0.932,0.004,79,2,26.6,0.177,0.076,0.013,0.734,0,132,1,11.4,0.038,0.03,0.03,0.008,0.886,0.008,116,1,18.1,0.043,0.026,0.026,0.086,0.819,0
YGR219W,,,DMA-SLOW186,,110,1,2.7,0,0.009,0,0.018,0,0,0.973,0,137,2,21.2,0.088,0.073,0.044,0.788,0.007,60,1,21.7,0.017,0.067,0.05,0.083,0.783,0,57,1,33.3,0.035,0.018,0.035,0.228,0.667,0.018
YGR215W,RSM27,,DMA-SLOW187,,175,1,6.3,0,0.006,0,0.011,0.034,0.011,0.937,0,345,1,29.6,0.055,0.006,0.186,0.704,0.049,,,,,,,,,,,,,,,,,,
YGR180C,RNR4,,DMA-SLOW189,,48,2,60.4,0.021,0,0.021,0.021,0.5,0.042,0.396,0,,,,,,,,,32,1,3.1,0,0.031,0,0,0.969,0,32,1,12.5,0.031,0,0,0.094,0.875,0
YBL093C,ROX3,,DMA-SLOW19,,36,1,27.8,0.028,0.056,0,0.056,0.028,0.111,0.722,0,50,1,98,0.02,0.28,0.66,0.02,0.02,80,2,45,0.05,0.275,0.088,0.025,0.55,0.013,,,,,,,,,
YGR171C,MSM1,,DMA-SLOW190,,220,2,7.7,0.014,0,0,0.014,0.05,0,0.923,0,574,4,28.4,0.047,0.028,0.172,0.716,0.037,105,2,21.9,0.057,0.029,0.048,0.076,0.781,0.01,97,2,32,0.031,0.021,0.124,0.134,0.68,0.01
YGR167W,CLC1,,DMA-SLOW191,,21,1,38.1,0.048,0,0,0.048,0.238,0.048,0.619,0,50,1,82,0.2,0.02,0.54,0.18,0.06,,,,,,,,,,,,,,,,,,
YGR165W,MRPS35,,DMA-SLOW192,,253,1,6.7,0,0.004,0,0.004,0.051,0.008,0.933,0,374,2,19.5,0.037,0.032,0.091,0.805,0.035,142,1,12,0.021,0.056,0.028,0.014,0.88,0,139,1,12.9,0.014,0.007,0.072,0.036,0.871,0
YHR120W,MSH1,,DMA-SLOW193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR064C,SSZ1,,DMA-SLOW194,,53,2,11.3,0.019,0,0,0.057,0.019,0.019,0.887,0,10,1,50,0.1,0.3,0,0.5,0.1,27,1,55.6,0.259,0.037,0.074,0.148,0.444,0.037,24,1,83.3,0.042,0.458,0,0.25,0.167,0.083
YHR060W,VMA22,,DMA-SLOW195,,221,3,62,0.014,0.009,0.036,0.452,0.077,0.032,0.38,0,566,3,32.3,0.049,0.019,0.216,0.677,0.039,35,1,34.3,0.057,0.143,0.057,0.029,0.657,0.057,,,,,,,,,
YHR039C-A,VMA10,,DMA-SLOW196,,,,,,,,,,,,,367,1,23.4,0.03,0.03,0.131,0.766,0.044,,,,,,,,,,,,,,,,,,
YHR038W,RRF1,,DMA-SLOW197,,195,1,10.3,0.015,0.005,0,0.021,0.051,0.005,0.897,0.005,147,1,31.3,0.177,0.068,0.027,0.687,0.041,,,,,,,,,,,,,,,,,,
YHR013C,ARD1,,DMA-SLOW199,,66,3,53,0.091,0,0.076,0.015,0.318,0.03,0.47,0,34,1,76.5,0.676,0.029,0.059,0.235,0,6,1,33.3,0.167,0,0,0.167,0.667,0,,,,,,,,,
YBL022C,PIM1,,DMA-SLOW2,,,,,,,,,,,,,212,1,23.6,0.066,0.014,0.123,0.764,0.033,,,,,,,,,,,,,,,,,,
YBL090W,MRP21,,DMA-SLOW20,,462,2,6.3,0.011,0.004,0,0.013,0.022,0.013,0.937,0,10,1,70,0.1,0.6,0,0.3,0,,,,,,,,,,,,,,,,,,
YHR011W,DIA4,,DMA-SLOW200,,257,1,11.3,0.012,0,0,0.016,0.086,0,0.887,0,,,,,,,,,176,1,21,0.063,0.119,0.006,0.023,0.79,0,161,1,19.9,0.025,0,0.118,0.056,0.801,0
YHR010W,RPL27A,,DMA-SLOW201,,20,1,45,0,0,0,0.15,0.3,0,0.55,0,,,,,,,,,28,1,25,0,0,0.107,0.107,0.75,0.036,30,1,30,0,0.1,0.1,0.067,0.7,0.033
YHL038C,CBP2,,DMA-SLOW202,,184,1,4.3,0.005,0,0,0.005,0.022,0.011,0.957,0,139,2,18,0.129,0.043,0,0.82,0.007,129,1,21.7,0.047,0.093,0.016,0.062,0.783,0,126,1,15.9,0,0.016,0.063,0.071,0.841,0.008
YGR285C,ZUO1,,DMA-SLOW204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJL056C,ZAP1,,DMA-SLOW205,,390,2,16.9,0.021,0.008,0.015,0.036,0.079,0.01,0.831,0,155,2,75.5,0.69,0.026,0.032,0.245,0.006,107,1,17.8,0.037,0.056,0.047,0.037,0.822,0,91,1,24.2,0.055,0.077,0,0.11,0.758,0
YJL052W,TDH1,,DMA-SLOW206,,180,1,6.7,0.006,0.006,0,0.006,0.05,0,0.933,0,419,3,26.7,0.138,0.053,0.041,0.733,0.036,358,1,14.8,0.042,0.034,0.02,0.05,0.852,0.003,323,1,14.9,0.025,0.015,0.025,0.08,0.851,0.003
YJL003W,COX16,,DMA-SLOW208,,164,1,3,0.006,0,0,0.018,0.006,0,0.97,0,293,2,23.2,0.13,0.051,0.02,0.768,0.031,,,,,,,,,,,,,,,,,,
YIR026C,YVH1,,DMA-SLOW209,,106,2,13.2,0.009,0.009,0,0.057,0.038,0.019,0.868,0,45,3,37.8,0.133,0.133,0.067,0.622,0.044,35,2,31.4,0.171,0,0,0.114,0.686,0.029,32,2,18.8,0,0.125,0,0.031,0.813,0.031
YBL080C,PET112,,DMA-SLOW21,,303,2,5.9,0,0.003,0,0.02,0.03,0.007,0.941,0,157,3,22.3,0.102,0.064,0.025,0.777,0.032,325,2,15.4,0.022,0.062,0.046,0.018,0.846,0.006,301,2,16.6,0.017,0.023,0.05,0.076,0.834,0
YIR021W,MRS1,,DMA-SLOW210,,137,1,8,0.007,0.015,0,0.007,0.044,0.007,0.92,0,154,2,20.8,0.052,0.104,0.032,0.792,0.019,553,1,20.3,0.058,0.022,0.025,0.092,0.797,0.005,470,1,22.3,0.049,0.028,0.043,0.094,0.777,0.011
YIL121W,QDR2,,DMA-SLOW211,,119,2,20.2,0,0,0.025,0.017,0.109,0.042,0.798,0.008,27,1,66.7,0.037,0.333,0.222,0.333,0.074,140,4,30.7,0.029,0.221,0.043,0.014,0.693,0,43,2,27.9,0.047,0.023,0.163,0.023,0.721,0.023
YIL018W,RPL2B,,DMA-SLOW212,,,,,,,,,,,,,251,2,41,0.271,0.004,0.096,0.59,0.04,,,,,,,,,,,,,,,,,,
YIL009W,FAA3,,DMA-SLOW213,,107,1,15,0.037,0.019,0,0.019,0.075,0,0.85,0,91,1,28.6,0.11,0.132,0.044,0.714,0,337,1,16.3,0.006,0.092,0.03,0.024,0.837,0.012,317,1,17.4,0.016,0.003,0.098,0.057,0.826,0
YHR183W,GND1,,DMA-SLOW214,,217,1,18.9,0.005,0,0,0.023,0.147,0.014,0.811,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR168W,MTG2,,DMA-SLOW215,,150,1,6,0.013,0,0.007,0.007,0.033,0,0.94,0,226,1,20.4,0.035,0.022,0.102,0.796,0.044,19,1,21.1,0.053,0.053,0.105,0,0.789,0,19,1,15.8,0,0,0.105,0.053,0.842,0
YHR147C,MRPL6,,DMA-SLOW216,,37,1,13.5,0.027,0.027,0,0,0,0.081,0.865,0,57,1,50.9,0.14,0.018,0.333,0.491,0.018,50,1,34,0.02,0.32,0,0,0.66,0,47,1,23.4,0.085,0.085,0.043,0.021,0.766,0
YJL200C,ACO2,,DMA-SLOW217,,331,2,51.7,0.021,0.012,0.021,0.148,0.293,0.021,0.483,0,559,2,32.2,0.055,0.011,0.208,0.678,0.048,11,1,9.1,0,0.091,0,0,0.909,0,9,1,22.2,0,0.111,0.111,0,0.778,0
YJL180C,ATP12,,DMA-SLOW219,,447,3,14.1,0.018,0,0.009,0.031,0.069,0.013,0.859,0,225,4,34.7,0.116,0.16,0.044,0.653,0.027,98,1,11.2,0.01,0.061,0.031,0.01,0.888,0,83,1,18.1,0,0.012,0.012,0.157,0.819,0
YBL058W,SHP1,,DMA-SLOW22,,555,3,20.7,0.032,0,0.029,0.061,0.067,0.011,0.793,0.007,89,3,28.1,0.09,0.067,0.112,0.719,0.011,284,3,43.3,0.028,0.377,0.011,0.007,0.567,0.011,11,1,45.5,0,0,0.273,0.182,0.545,0
YJL166W,QCR8,,DMA-SLOW221,,71,1,5.6,0,0,0,0,0.056,0,0.944,0,116,2,27.6,0.164,0.052,0.052,0.724,0.009,114,1,14,0.061,0.044,0.035,0,0.86,0,98,1,20.4,0.041,0.041,0.061,0.061,0.796,0
YJL140W,RPB4,,DMA-SLOW222,,69,1,15.9,0.014,0,0,0.014,0.101,0.029,0.841,0,720,1,35.7,0.09,0.056,0.136,0.643,0.075,,,,,,,,,,,,,,,,,,
YJL129C,TRK1,,DMA-SLOW223,,41,1,14.6,0.049,0,0,0,0.098,0,0.854,0,66,1,51.5,0.364,0,0.091,0.485,0.061,,,,,,,,,,,,,,,,,,
YJL127C,SPT10,,DMA-SLOW224,,,,,,,,,,,,,76,1,34.2,0.237,0,0.066,0.658,0.039,13,1,76.9,0.077,0.231,0.077,0.385,0.231,0,,,,,,,,,
YJL102W,MEF2,,DMA-SLOW225,,387,3,9.3,0.01,0,0.003,0.021,0.054,0.005,0.907,0,176,3,24.4,0.102,0.097,0.017,0.756,0.028,241,2,14.1,0.033,0.062,0.033,0.012,0.859,0,222,2,19.4,0.009,0.018,0.054,0.113,0.806,0
YJL096W,MRPL49,,DMA-SLOW226,,502,3,8.4,0.01,0.004,0,0.028,0.038,0.004,0.916,0,448,5,26.3,0.123,0.08,0.038,0.737,0.022,268,2,12.7,0.03,0.049,0.026,0.019,0.873,0.004,240,2,25.8,0.033,0.063,0.046,0.117,0.742,0
YJL080C,SCP160,,DMA-SLOW227,,233,2,54.1,0.009,0,0.043,0.112,0.343,0.034,0.459,0,,,,,,,,,45,2,48.9,0.022,0.356,0,0.111,0.511,0,33,1,15.2,0,0,0.091,0.061,0.848,0
YJL063C,MRPL8,,DMA-SLOW228,,176,1,6.8,0,0,0,0.017,0.04,0.011,0.932,0,65,1,30.8,0.046,0.031,0.154,0.692,0.077,,,,,,,,,,,,,,,,,,
YKL003C,MRP17,,DMA-SLOW229,,226,1,6.6,0,0.004,0.004,0.013,0.044,0,0.934,0,260,1,20,0.058,0.038,0.081,0.8,0.023,32,1,12.5,0.031,0.063,0.031,0,0.875,0,30,1,26.7,0.033,0,0.1,0.133,0.733,0
YBL045C,COR1,,DMA-SLOW23,,183,1,7.1,0,0,0,0.005,0.06,0.005,0.929,0,223,2,16.6,0.076,0.04,0.022,0.834,0.027,,,,,,,,,,,,,,,,,,
YKL002W,DID4,,DMA-SLOW230,,533,4,25.9,0.139,0,0.008,0.049,0.047,0.017,0.741,0,530,3,83,0.481,0.019,0.245,0.17,0.085,413,3,69,0.588,0.019,0.002,0.056,0.31,0.024,4,1,75,0.25,0,0,0.5,0.25,0
YJR144W,MGM101,,DMA-SLOW231,,101,1,5,0,0,0,0,0.03,0.02,0.95,0,140,1,17.1,0.086,0.036,0.007,0.829,0.043,,,,,,,,,,,,,,,,,,
YJR122W,IBA57,,DMA-SLOW232,,238,1,8,0.013,0.004,0,0.004,0.038,0.021,0.92,0,163,1,25.2,0.135,0.031,0.055,0.748,0.031,397,1,13.6,0.033,0.083,0.003,0.013,0.864,0.005,375,1,13.1,0.016,0.011,0.043,0.059,0.869,0.003
YJR113C,RSM7,,DMA-SLOW233,,54,1,7.4,0.056,0,0,0,0.019,0,0.926,0,,,,,,,,,75,1,17.3,0.027,0.053,0.04,0.04,0.827,0.013,67,1,22.4,0.015,0.06,0.06,0.09,0.776,0
YJR105W,ADO1,,DMA-SLOW234,,604,3,33.3,0.033,0.005,0.025,0.035,0.225,0.008,0.667,0.002,104,2,26,0.038,0.067,0.087,0.74,0.067,83,3,20.5,0.048,0.048,0.024,0.072,0.795,0.012,12,1,25,0,0.083,0,0.167,0.75,0
YJR104C,SOD1,,DMA-SLOW235,,,,,,,,,,,,,288,1,38.2,0.045,0.007,0.271,0.618,0.059,82,1,12.2,0.012,0.085,0.012,0.012,0.878,0,72,1,20.8,0.028,0.014,0.014,0.153,0.792,0
YJR102C,VPS25,,DMA-SLOW236,,882,4,26.5,0.136,0.005,0.008,0.06,0.051,0.006,0.735,0,828,3,63.8,0.343,0.193,0.064,0.362,0.037,873,2,76.1,0.551,0.011,0.003,0.18,0.239,0.015,,,,,,,,,
YJR056C,,,DMA-SLOW237,,152,1,11.2,0.02,0,0.013,0.007,0.072,0,0.888,0,333,3,26.4,0.081,0.09,0.066,0.736,0.027,45,1,28.9,0.022,0.044,0.089,0.133,0.711,0,48,1,12.5,0,0.021,0,0.104,0.875,0
YJR055W,HIT1,,DMA-SLOW238,,187,1,9.1,0.027,0,0,0.021,0.005,0.037,0.909,0,622,3,27.5,0.122,0.087,0.042,0.725,0.024,235,1,12.8,0.043,0.021,0.034,0.021,0.872,0.009,224,1,12.1,0.036,0.018,0.013,0.054,0.879,0
YJR004C,SAG1,,DMA-SLOW239,,316,1,10.1,0.019,0.003,0,0.019,0.057,0.003,0.899,0,642,3,39.7,0.291,0.05,0.033,0.603,0.023,287,1,16.7,0.035,0.049,0.052,0.028,0.833,0.003,269,1,14.5,0.007,0.007,0.019,0.112,0.855,0
YBL044W,,,DMA-SLOW24,,940,4,12.7,0.034,0.01,0.009,0.013,0.06,0.002,0.873,0,1888,8,31.6,0.157,0.081,0.037,0.684,0.04,1236,4,26.3,0.061,0.073,0.028,0.096,0.737,0.005,637,2,13.7,0.024,0.011,0.027,0.074,0.863,0.002
YJL209W,CBP1,,DMA-SLOW240,,268,1,7.1,0.004,0.004,0,0.007,0.03,0.026,0.929,0,300,3,25.3,0.12,0.05,0.05,0.747,0.033,455,1,16.9,0.022,0.059,0.062,0.024,0.831,0.002,440,1,23.2,0.011,0.025,0.05,0.145,0.768,0
YKL169C,,,DMA-SLOW241,,282,5,23.4,0.032,0.007,0.014,0.018,0.135,0.025,0.766,0.004,455,3,64.8,0.56,0.02,0.029,0.352,0.04,109,4,28.4,0.064,0.101,0.055,0.046,0.716,0.018,26,2,34.6,0.115,0.115,0.038,0.077,0.654,0
YKL162C-A,,,DMA-SLOW242,,1323,5,16.6,0.037,0.01,0.011,0.029,0.075,0.003,0.834,0.002,1086,6,42,0.293,0.053,0.041,0.58,0.033,671,3,29.8,0.066,0.156,0.027,0.043,0.702,0.006,35,1,31.4,0.057,0.086,0.029,0.143,0.686,0
YKL155C,RSM22,,DMA-SLOW243,,138,1,8.7,0.007,0,0,0.014,0.065,0,0.913,0,109,1,23.9,0.147,0.037,0.046,0.761,0.009,62,1,21,0.016,0.097,0.065,0.016,0.79,0.016,61,1,18,0.016,0.033,0.016,0.115,0.82,0
YKL143W,LTV1,,DMA-SLOW244,,40,1,7.5,0.025,0,0,0.025,0.025,0,0.925,0,249,1,45,0.032,0.032,0.313,0.55,0.072,22,1,27.3,0.182,0,0.045,0,0.727,0.045,18,1,50,0.222,0.222,0,0.056,0.5,0
YKL138C,MRPL31,,DMA-SLOW245,,274,1,6.9,0.007,0.004,0,0.007,0.051,0,0.931,0,367,1,31.9,0.038,0.033,0.215,0.681,0.033,264,1,17.8,0.038,0.049,0.027,0.061,0.822,0.004,240,1,18.8,0.042,0.029,0.029,0.083,0.813,0.004
YKL134C,Oct-01,,DMA-SLOW246,,260,1,9.2,0,0.008,0,0.015,0.069,0,0.908,0,325,3,26.8,0.083,0.077,0.08,0.732,0.028,258,1,11.6,0.047,0.039,0.023,0.008,0.884,0,237,1,14.3,0.017,0.021,0.03,0.076,0.857,0
YKL126W,YPK1,,DMA-SLOW247,,55,1,18.2,0.018,0.018,0,0,0.127,0.018,0.818,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YKL119C,VPH2,,DMA-SLOW248,,392,3,68.9,0,0,0.023,0.457,0.043,0.166,0.311,0,579,2,25.7,0.029,0.022,0.161,0.743,0.045,172,2,36,0.087,0.093,0.006,0.157,0.64,0.017,,,,,,,,,
YBR282W,MRPL27,,DMA-SLOW25,,120,1,3.3,0.008,0,0,0,0.017,0.008,0.967,0,221,1,31.2,0.054,0.018,0.195,0.688,0.045,73,1,15.1,0.041,0.055,0.055,0,0.849,0,70,1,14.3,0.029,0.014,0.057,0.043,0.857,0
YKL011C,CCE1,,DMA-SLOW252,,173,2,14.5,0,0,0.017,0.029,0.087,0.012,0.855,0,115,3,46.1,0.339,0.07,0.026,0.539,0.026,107,1,15,0.019,0.056,0.047,0.009,0.85,0.019,97,1,20.6,0.01,0.082,0.041,0.072,0.794,0
YLR027C,AAT2,,DMA-SLOW253,,,,,,,,,,,,,241,1,36.1,0.058,0.017,0.22,0.639,0.066,,,,,,,,,,,,,,,,,,
YLR025W,SNF7,,DMA-SLOW254,,132,3,40.2,0.152,0,0.008,0.114,0.106,0.023,0.598,0,,,,,,,,,856,2,78.6,0.61,0.012,0.004,0.151,0.214,0.011,,,,,,,,,
YLL033W,IRC19,,DMA-SLOW255,,227,1,8.8,0.018,0.009,0,0.022,0.04,0,0.912,0,,,,,,,,,296,1,17.2,0.044,0.074,0.024,0.024,0.828,0.007,279,1,21.1,0.025,0.011,0.079,0.09,0.789,0.007
YLL030C,RRT7,,DMA-SLOW256,,124,1,10.5,0.032,0.008,0,0.016,0.016,0.032,0.895,0,440,3,19.5,0.093,0.034,0.043,0.805,0.025,373,1,14.2,0.064,0.024,0.008,0.04,0.858,0.005,333,1,13.8,0.021,0.027,0.018,0.072,0.862,0
YLL027W,ISA1,,DMA-SLOW257,,,,,,,,,,,,,10,1,90,0.2,0.3,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,
YLL018C-A,COX19,,DMA-SLOW258,,459,2,5.4,0.007,0.009,0,0.011,0.024,0.004,0.946,0,420,3,27.1,0.038,0.038,0.171,0.729,0.024,490,2,16.3,0.047,0.043,0.035,0.037,0.837,0.002,469,2,23.5,0.036,0.028,0.038,0.126,0.765,0.006
YKR085C,MRPL20,,DMA-SLOW259,,169,1,7.1,0,0,0,0.006,0.053,0.012,0.929,0,101,1,21.8,0.099,0.069,0.03,0.782,0.02,,,,,,,,,,,,,,,,,,
YBR268W,MRPL37,,DMA-SLOW26,,275,1,4.4,0.004,0.004,0,0.007,0.025,0.004,0.956,0,351,2,23.1,0.037,0.011,0.16,0.769,0.023,30,1,23.3,0.033,0.067,0.067,0.067,0.767,0,20,1,40,0.05,0.05,0.1,0.2,0.6,0
YKR075C,,,DMA-SLOW260,,200,1,15.5,0.015,0,0.005,0.035,0.1,0,0.845,0,480,3,24.8,0.069,0.092,0.052,0.752,0.035,109,1,26.6,0.028,0.174,0.028,0.018,0.734,0.018,96,1,14.6,0,0.01,0.073,0.063,0.854,0
YKR073C,,,DMA-SLOW261,,108,1,9.3,0.009,0,0,0.009,0.065,0.009,0.907,0,221,3,23.5,0.109,0.068,0.036,0.765,0.023,68,1,14.7,0.088,0.044,0,0,0.853,0.015,56,1,17.9,0,0.036,0.054,0.089,0.821,0
YKR006C,MRPL13,,DMA-SLOW262,,286,3,9.4,0.035,0.003,0.01,0.017,0.021,0.007,0.906,0,815,4,20.1,0.082,0.017,0.067,0.799,0.034,385,4,29.4,0.052,0.2,0.01,0.023,0.706,0.008,16,1,31.3,0,0.063,0.063,0.125,0.688,0.063
YKL194C,MST1,,DMA-SLOW263,,483,2,7.2,0.006,0.004,0,0.01,0.05,0.002,0.928,0,619,4,23.7,0.074,0.026,0.092,0.763,0.045,726,2,15.4,0.05,0.039,0.012,0.05,0.846,0.004,652,2,17.9,0.044,0.023,0.048,0.064,0.821,0
YKL170W,MRPL38,,DMA-SLOW264,,246,1,6.1,0.008,0,0,0.004,0.045,0.004,0.939,0,275,2,24.7,0.098,0.076,0.036,0.753,0.036,385,1,13.2,0.044,0.034,0.016,0.034,0.868,0.005,349,1,19.8,0.037,0.017,0.043,0.097,0.802,0.003
YLR244C,MAP1,,DMA-SLOW265,,252,3,40.1,0.04,0.012,0.036,0.024,0.278,0.012,0.599,0,,,,,,,,,16,2,31.3,0.125,0.125,0.063,0,0.688,0,5,1,40,0,0,0,0.2,0.6,0.2
YLR226W,BUR2,,DMA-SLOW267,,31,1,35.5,0.032,0,0,0.065,0.194,0.065,0.645,0,390,1,24.6,0.033,0.038,0.141,0.754,0.033,52,3,34.6,0.038,0.077,0.115,0.115,0.654,0,19,1,26.3,0.105,0,0,0.158,0.737,0
YLR203C,MSS51,,DMA-SLOW268,,126,1,11.9,0,0.008,0,0.048,0.056,0.008,0.881,0,229,2,27.9,0.144,0.079,0.035,0.721,0.022,181,1,20.4,0.011,0.166,0.022,0.006,0.796,0,165,1,12.1,0.006,0.006,0.055,0.055,0.879,0
YLR202C,,,DMA-SLOW269,,128,1,11.7,0,0,0,0.016,0.063,0.039,0.883,0,89,2,30.3,0.169,0.034,0.045,0.697,0.056,156,1,19.2,0.045,0.071,0.032,0.038,0.808,0.006,149,1,17.4,0.013,0.034,0.034,0.094,0.826,0
YBR251W,MRPS5,,DMA-SLOW27,,81,1,6.2,0,0.012,0,0.012,0.037,0,0.938,0,311,1,27,0.071,0.01,0.161,0.73,0.029,,,,,,,,,,,,,,,,,,
YLR201C,COQ9,,DMA-SLOW270,,296,2,6.8,0.003,0.01,0,0.024,0.024,0.007,0.932,0,788,4,28.3,0.063,0.016,0.147,0.717,0.056,196,2,19.4,0.031,0.133,0.015,0.015,0.806,0,162,2,18.5,0.019,0,0.068,0.099,0.815,0
YLR139C,SLS1,,DMA-SLOW272,,,,,,,,,,,,,113,1,38.1,0.044,0.018,0.283,0.619,0.035,,,,,,,,,,,,,,,,,,
YLR074C,BUD20,,DMA-SLOW273,,67,2,14.9,0.045,0,0,0,0.104,0,0.851,0,991,4,60.8,0.067,0.152,0.333,0.392,0.057,9,1,33.3,0,0,0.222,0.111,0.667,0,9,1,22.2,0.111,0.111,0,0,0.778,0
YLR069C,MEF1,,DMA-SLOW274,,416,4,10.6,0.014,0.002,0.017,0.036,0.034,0.002,0.894,0,845,3,20.5,0.085,0.03,0.06,0.795,0.03,777,3,24.1,0.048,0.121,0.024,0.037,0.759,0.01,,,,,,,,,
YLR068W,FYV7,,DMA-SLOW275,,164,1,21.3,0.037,0.006,0,0.024,0.134,0.012,0.787,0,132,3,31.1,0.061,0.053,0.174,0.689,0.023,49,1,16.3,0.041,0.02,0.061,0.041,0.837,0,47,1,23.4,0.043,0.085,0,0.106,0.766,0
YLR052W,IES3,,DMA-SLOW276,,107,1,12.1,0.028,0,0,0.056,0.019,0.019,0.879,0,217,3,24.4,0.106,0.106,0.009,0.756,0.023,141,1,12.8,0.05,0.057,0.007,0.014,0.872,0,117,1,21.4,0.051,0.068,0.017,0.068,0.786,0.009
YLR396C,VPS33,,DMA-SLOW277,,,,,,,,,,,,,131,2,40.5,0.046,0.092,0.229,0.595,0.038,46,1,50,0.065,0.37,0.022,0.022,0.5,0.022,,,,,,,,,
YLR382C,NAM2,,DMA-SLOW278,,125,1,7.2,0,0,0.008,0.008,0.056,0,0.928,0,53,2,26.4,0.17,0.019,0.019,0.736,0.057,29,1,13.8,0.069,0.034,0,0.034,0.862,0,25,1,12,0,0,0.08,0.04,0.88,0
YLR369W,SSQ1,,DMA-SLOW279,,76,1,6.6,0.026,0,0,0.013,0.013,0.013,0.934,0,396,2,29.5,0.043,0.023,0.177,0.705,0.053,36,1,38.9,0.083,0.222,0.028,0.028,0.611,0.028,35,1,22.9,0,0,0.086,0.114,0.771,0.029
YBR191W,RPL21A,,DMA-SLOW28,,54,1,9.3,0.019,0.037,0.019,0.019,0,0,0.907,0,,,,,,,,,61,1,13.1,0.049,0.016,0.016,0.049,0.869,0,43,1,32.6,0.023,0.186,0,0.093,0.674,0.023
YLR358C,,,DMA-SLOW280,,95,1,69.5,0.021,0,0.105,0.274,0.284,0,0.305,0.011,,,,,,,,,164,3,18.3,0.03,0.061,0.018,0.073,0.817,0,17,1,5.9,0,0,0.059,0,0.941,0
YLR331C,JIP3,,DMA-SLOW281,,351,1,8.8,0.011,0,0,0.023,0.048,0.006,0.912,0,431,3,20.6,0.077,0.072,0.037,0.794,0.021,122,1,13.9,0.049,0.025,0.016,0.049,0.861,0,117,1,17.1,0.009,0,0.034,0.12,0.829,0.009
YLR312W-A,MRPL15,,DMA-SLOW283,,114,1,7.9,0.009,0,0,0,0.053,0.018,0.921,0,115,2,20.9,0.113,0.07,0.017,0.791,0.009,32,1,25,0,0.188,0.031,0.031,0.75,0,33,1,21.2,0,0.03,0.121,0.061,0.788,0
YLR304C,ACO1,,DMA-SLOW284,,,,,,,,,,,,,,,,,,,,,224,1,9.8,0.022,0.045,0.027,0.004,0.902,0,203,1,19.2,0.02,0.039,0.034,0.099,0.808,0
YLR295C,ATP14,,DMA-SLOW285,,74,1,5.4,0.014,0,0,0.014,0.027,0,0.946,0,125,2,28,0.128,0.128,0.016,0.72,0.008,,,,,,,,,,,,,,,,,,
YLR288C,MEC3,,DMA-SLOW286,,215,1,12.1,0.037,0.005,0,0.023,0.023,0.033,0.879,0,693,3,27.6,0.14,0.045,0.052,0.724,0.039,213,1,17.8,0.056,0.033,0.028,0.056,0.822,0.005,207,1,14,0.024,0.014,0.029,0.072,0.86,0
YLR270W,DCS1,,DMA-SLOW287,,238,2,18.9,0.008,0,0.055,0.008,0.088,0.029,0.811,0,156,2,94.9,0.064,0.16,0.667,0.051,0.058,50,1,30,0.08,0.04,0,0.18,0.7,0,46,1,23.9,0.022,0,0.13,0.087,0.761,0
