Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_secondary,Vph1_Num_wells_secondary,Vph1_penetrance_secondary,Vph1_class E_secondary,Vph1_class G_secondary,Vph1_enlarged_secondary,Vph1_fragmented_secondary,Vph1_multilobed_secondary,Vph1_V-ATPase defect_secondary,Vph1_WT_secondary,Vph1_none_secondary,Snf7_Num_cells_secondary,Snf7_Num_wells_secondary,Snf7_penetrance_secondary,Snf7_condensed_secondary,Snf7_fragmented_secondary,Snf7_membrane_secondary,Snf7_WT_secondary,Snf7_none_secondary,Sla1_Num_cells_secondary,Sla1_Num_wells_secondary,Sla1_penetrance_secondary,Sla1_aggregate_secondary,Sla1_decreased patch number_secondary,Sla1_depolarized patches_secondary,Sla1_increased patch number_secondary,Sla1_WT_secondary,Sla1_none_secondary,Sac6_Num_cells_secondary,Sac6_Num_wells_secondary,Sac6_penetrance_secondary,Sac6_aggregate_secondary,Sac6_bright patches_secondary,Sac6_decreased patch number_secondary,Sac6_depolarized patches_secondary,Sac6_WT_secondary,Sac6_none_secondary
YOR041C,,,DMA4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR069W,VPS5,,DMA4477,,2341,2,95.2,0.002,0.019,0.01,0.92,0,0,0.048,0,1138,2,63.6,0.007,0.605,0.013,0.364,0.011,779,2,17.8,0.064,0.039,0.05,0.023,0.822,0.003,1605,2,19,0.012,0.031,0.075,0.066,0.81,0.006
YOR068C,VAM10,,DMA4478,,954,2,98.1,0.001,0.014,0.002,0.952,0.005,0.007,0.019,0,691,2,53,0.036,0.414,0.043,0.47,0.036,386,2,25.1,0.052,0.093,0.088,0.013,0.749,0.005,589,2,32.3,0.017,0.08,0.087,0.132,0.677,0.007
YOR067C,ALG8,,DMA4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR290W,BSD2,,DMA448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR066W,MSA1,,DMA4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR065W,CYT1,,DMA4481,,1564,2,9.3,0.008,0.006,0.002,0.02,0.056,0.001,0.907,0,1214,2,16.5,0.032,0.124,0.005,0.835,0.004,669,2,29,0.049,0.109,0.111,0.013,0.71,0.007,853,2,23.1,0.015,0.022,0.083,0.102,0.769,0.008
YOR064C,YNG1,,DMA4482,,2000,2,9.4,0.009,0.019,0.009,0.031,0.021,0.005,0.907,0.001,1309,2,19.5,0.025,0.148,0.011,0.805,0.011,538,2,23.8,0.058,0.1,0.048,0.022,0.762,0.009,2077,2,17,0.007,0.022,0.085,0.052,0.83,0.004
YOR062C,,,DMA4483,,1302,2,9.9,0.008,0.002,0.02,0.037,0.029,0.003,0.901,0,1048,2,20.2,0.039,0.1,0.027,0.798,0.036,890,2,31.1,0.037,0.1,0.153,0.017,0.689,0.004,1038,2,16.4,0.006,0.04,0.061,0.051,0.836,0.006
YOR061W,CKA2,,DMA4484,,1081,2,55.8,0.006,0.136,0.002,0.302,0.111,0.001,0.442,0,113,2,46.9,0.097,0.212,0.142,0.531,0.018,622,2,23.3,0.043,0.092,0.084,0.011,0.767,0.003,198,2,41.4,0.035,0.03,0.116,0.217,0.586,0.015
YOR059C,LPL1,,DMA4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR058C,ASE1,,DMA4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR055W,,,DMA4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR084W,LPX1,,DMA4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR289W,SNF5,,DMA449,,,,,,,,,,,,,,,,,,,,,9,1,33.3,0,0,0.333,0,0.667,0,73,1,84.9,0,0.027,0.014,0.808,0.151,0
YOR083W,WHI5,,DMA4490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR082C,,,DMA4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR081C,TGL5,,DMA4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR080W,DIA2,,DMA4493,,298,2,47,0.003,0.01,0.054,0.04,0.339,0.023,0.53,0,40,1,55,0.15,0.125,0.225,0.45,0.05,318,2,50.9,0.038,0.176,0.132,0.154,0.491,0.009,129,2,46.5,0.054,0.062,0.054,0.295,0.535,0
YOR079C,ATX2,,DMA4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR078W,BUD21,,DMA4495,,268,2,9,0.022,0,0.045,0.015,0,0.007,0.91,0,894,2,80.8,0.043,0.037,0.706,0.192,0.022,410,2,28.8,0.049,0.112,0.032,0.09,0.712,0.005,175,2,26.3,0.023,0.131,0.029,0.074,0.737,0.006
YOR076C,SKI7,,DMA4496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR072W,,,DMA4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR071C,NRT1,,DMA4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR070C,GYP1,,DMA4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAL037W,,,DMA45,,2216,2,10.7,0.012,0.028,0.008,0.028,0.028,0.003,0.893,0,723,2,14.9,0.022,0.118,0,0.851,0.01,822,2,29.9,0.035,0.097,0.142,0.017,0.701,0.007,692,2,21.2,0.022,0.048,0.075,0.064,0.788,0.004
YBR288C,APM3,,DMA450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR287W,,,DMA451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR097C,,,DMA4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR094W,ARF3,,DMA4515,,1997,2,11.1,0.01,0.029,0.011,0.04,0.022,0.001,0.889,0,767,2,24.3,0.051,0.104,0.052,0.757,0.035,1135,2,20.9,0.038,0.11,0.045,0.012,0.791,0.004,1334,2,15.6,0.009,0.025,0.078,0.043,0.844,0.001
YOR093C,,,DMA4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR092W,ECM3,,DMA4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR091W,TMA46,,DMA4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR090C,PTC5,,DMA4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR286W,APE3,,DMA452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR089C,VPS21,,DMA4520,,1279,2,15.6,0.007,0.033,0.003,0.091,0.02,0.002,0.844,0,790,2,28.4,0.039,0.171,0.035,0.716,0.038,633,2,26.4,0.062,0.084,0.079,0.03,0.736,0.009,1436,2,16.2,0.008,0.048,0.04,0.063,0.838,0.003
YOR088W,,,DMA4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR087W,YVC1,,DMA4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR086C,TCB1,,DMA4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR085W,OST3,,DMA4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR112W,CEX1,,DMA4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR111W,,,DMA4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR109W,INP53,,DMA4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR108W,LEU9,,DMA4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR285W,,,DMA453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR107W,RGS2,,DMA4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR106W,VAM3,,DMA4531,,878,2,78,0.023,0.005,0.007,0.716,0.019,0.01,0.22,0,57,2,84.2,0.018,0.772,0.018,0.158,0.035,790,2,17.3,0.047,0.027,0.072,0.019,0.827,0.009,1085,2,13.5,0.007,0.075,0.022,0.027,0.865,0.005
YOR105W,,,DMA4532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR104W,PIN2,,DMA4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR101W,RAS1,,DMA4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR100C,CRC1,,DMA4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR099W,KTR1,,DMA4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR129C,AFI1,,DMA4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR127W,RGA1,,DMA4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR284W,,,DMA454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR126C,IAH1,,DMA4540,,1570,2,8.9,0.009,0.015,0.002,0.02,0.041,0.002,0.911,0,434,2,24,0.076,0.094,0.053,0.76,0.016,435,2,25.5,0.034,0.126,0.074,0.016,0.745,0.005,631,2,18.1,0.011,0.079,0.032,0.055,0.819,0.003
YOR124C,UBP2,,DMA4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR123C,LEO1,,DMA4542,,298,2,19.5,0.027,0.01,0.007,0.03,0.114,0.007,0.805,0,252,2,36.9,0.036,0.298,0.024,0.631,0.012,269,2,48.7,0.019,0.346,0.104,0.004,0.513,0.015,712,2,24.3,0.02,0.079,0.046,0.093,0.757,0.006
YOR121C,,,DMA4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR120W,GCY1,,DMA4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR118W,RTC5,,DMA4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR115C,TRS33,,DMA4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR114W,,,DMA4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR113W,AZF1,,DMA4548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR283C,SSH1,,DMA455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR140W,SFL1,,DMA4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR139C,,,DMA4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR138C,RUP1,,DMA4553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR137C,SIA1,,DMA4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR136W,IDH2,,DMA4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR135C,IRC14,,DMA4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR134W,BAG7,,DMA4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR133W,EFT1,,DMA4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR132W,VPS17,,DMA4559,,1546,2,91.5,0.001,0.016,0.007,0.887,0.003,0.002,0.085,0,726,2,60.9,0.021,0.5,0.051,0.391,0.037,1229,2,26.3,0.046,0.125,0.054,0.03,0.737,0.008,1559,2,23.4,0.013,0.037,0.076,0.101,0.766,0.006
YOR131C,,,DMA4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR165W,SEY1,,DMA4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR164C,GET4,,DMA4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR163W,DDP1,,DMA4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR162C,YRR1,,DMA4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR161C,PNS1,,DMA4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR156C,NFI1,,DMA4567,,454,2,23.8,0.002,0.004,0.026,0.075,0.126,0.004,0.762,0,686,2,28.9,0.048,0.156,0.055,0.711,0.029,485,2,28.7,0.041,0.157,0.07,0.016,0.713,0.002,327,2,20.2,0.006,0.116,0.018,0.055,0.798,0.006
YOR154W,SLP1,,DMA4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR153W,PDR5,,DMA4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCL006C,,,DMA457,,1949,2,8.1,0.007,0.013,0.004,0.03,0.026,0,0.919,0,1129,2,18.5,0.056,0.077,0.033,0.815,0.019,924,2,27.3,0.031,0.105,0.104,0.025,0.727,0.008,1390,2,14.4,0.006,0.034,0.064,0.035,0.856,0.005
YOR152C,,,DMA4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR144C,ELG1,,DMA4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR142W,LSC1,,DMA4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR183W,FYV12,,DMA4574,,617,2,18.3,0.006,0.018,0.045,0.023,0.091,0,0.817,0,1142,2,96.4,0.013,0.057,0.882,0.036,0.012,380,2,21.6,0.011,0.111,0.055,0.034,0.784,0.005,361,2,35.2,0.011,0.1,0.114,0.122,0.648,0.006
YOR182C,RPS30B,,DMA4575,,1017,2,10.2,0.017,0.006,0.045,0.015,0.019,0.001,0.898,0,446,2,14.8,0.065,0.065,0.009,0.852,0.009,356,2,13.8,0.022,0.031,0.02,0.062,0.862,0.003,510,2,27.5,0.02,0.184,0.037,0.029,0.725,0.004
YOR178C,GAC1,,DMA4576,,1731,2,11.5,0.008,0.021,0.017,0.04,0.024,0.005,0.885,0,1178,2,27.2,0.045,0.163,0.033,0.728,0.031,645,2,31.6,0.026,0.226,0.042,0.012,0.684,0.009,1455,2,18.6,0.01,0.036,0.058,0.078,0.814,0.003
YOR177C,MPC54,,DMA4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR175C,ALE1,,DMA4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR173W,DCS2,,DMA4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCL002C,,,DMA458,,1423,2,10.4,0.005,0.017,0.004,0.027,0.051,0.001,0.896,0,741,2,19.6,0.026,0.127,0.023,0.804,0.02,1289,2,34.6,0.026,0.213,0.088,0.014,0.654,0.004,1892,2,23.8,0.014,0.04,0.061,0.114,0.762,0.009
YOR172W,YRM1,,DMA4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR171C,LCB4,,DMA4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR170W,,,DMA4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR167C,RPS28A,,DMA4583,,2118,2,5.9,0.012,0.004,0.012,0.012,0.019,0,0.941,0,852,2,19.7,0.072,0.107,0.012,0.803,0.007,599,2,25.2,0.057,0.088,0.047,0.052,0.748,0.008,1004,2,15.2,0.012,0.068,0.047,0.022,0.848,0.004
YOR166C,SWT1,,DMA4584,,2427,2,6.3,0.006,0.023,0.003,0.016,0.014,0,0.937,0,1027,2,18.8,0.018,0.156,0.006,0.812,0.009,1194,2,23,0.039,0.105,0.058,0.022,0.77,0.008,1605,2,16.4,0.01,0.026,0.074,0.05,0.836,0.004
YOR196C,LIP5,,DMA4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR195W,SLK19,,DMA4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR193W,PEX27,,DMA4588,,1232,2,13.1,0.004,0.011,0.014,0.036,0.065,0.002,0.869,0,801,2,25.2,0.062,0.119,0.044,0.748,0.027,512,2,25.8,0.035,0.098,0.105,0.016,0.742,0.004,1127,2,14.9,0.012,0.039,0.035,0.057,0.851,0.006
YOR192C,THI72,,DMA4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCL001W-A,,,DMA459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR191W,ULS1,,DMA4590,,992,2,11.7,0.005,0.004,0.026,0.038,0.039,0.004,0.883,0,561,2,32.6,0.027,0.266,0.023,0.674,0.011,229,2,20.5,0.052,0.052,0.044,0.044,0.795,0.013,686,2,17.9,0.009,0.089,0.035,0.041,0.821,0.006
YOR190W,SPR1,,DMA4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR189W,IES4,,DMA4592,,1936,2,9.2,0.007,0.011,0.028,0.024,0.022,0,0.908,0,926,2,21.9,0.052,0.129,0.019,0.781,0.019,355,1,18.3,0.017,0.093,0.042,0.028,0.817,0.003,1647,2,15.5,0.006,0.03,0.039,0.075,0.845,0.004
YOR188W,MSB1,,DMA4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR186W,,,DMA4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR185C,GSP2,,DMA4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR184W,SER1,,DMA4596,,,,,,,,,,,,,62,1,72.6,0.645,0.032,0.032,0.274,0.016,,,,,,,,,,,,,,,,,,
YAL036C,RBG1,,DMA46,,1474,2,12.1,0.007,0.014,0.006,0.022,0.072,0,0.879,0,828,2,23.9,0.037,0.122,0.047,0.761,0.033,1389,2,24.6,0.032,0.099,0.097,0.014,0.754,0.004,1544,2,16.1,0.007,0.048,0.036,0.065,0.839,0.005
YCL001W,RER1,,DMA460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR301W,PAU24,,DMA461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR300C,,,DMA462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR221C,MCT1,,DMA4621,,1111,2,16.4,0.008,0.002,0.037,0.041,0.069,0.006,0.836,0,1035,2,22.6,0.071,0.14,0.007,0.774,0.009,356,2,21.3,0.045,0.098,0.045,0.025,0.787,0,724,2,18.6,0.006,0.069,0.033,0.072,0.814,0.007
YOR219C,STE13,,DMA4622,,2358,2,6.4,0.011,0.022,0.006,0.014,0.01,0.001,0.936,0,1317,2,18.9,0.036,0.124,0.015,0.811,0.014,1130,2,26,0.044,0.141,0.058,0.012,0.74,0.005,2215,2,16.5,0.009,0.015,0.086,0.05,0.835,0.005
YOR216C,RUD3,,DMA4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR215C,AIM41,,DMA4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR214C,SPR2,,DMA4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR213C,SAS5,,DMA4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR209C,NPT1,,DMA4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR208W,PTP2,,DMA4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR298C,MAL31,,DMA463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR197W,MCA1,,DMA4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR234C,RPL33B,,DMA4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR233W,KIN4,,DMA4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR231W,MKK1,,DMA4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR230W,WTM1,,DMA4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR229W,WTM2,,DMA4637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR228C,MCP1,,DMA4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR227W,HER1,,DMA4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR297W,MAL33,,DMA464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR226C,ISU2,,DMA4640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR225W,,,DMA4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR223W,DSC3,,DMA4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR222W,ODC2,,DMA4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR252W,TMA16,,DMA4645,,1785,2,12.4,0.007,0.015,0.007,0.031,0.063,0.001,0.876,0.001,1237,2,25.1,0.036,0.108,0.069,0.749,0.038,1012,2,24.4,0.036,0.123,0.063,0.017,0.756,0.006,948,2,17.2,0.007,0.041,0.068,0.046,0.828,0.009
YOR251C,TUM1,,DMA4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR247W,SRL1,,DMA4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR246C,ENV9,,DMA4648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR245C,DGA1,,DMA4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR296C,PHO89,,DMA465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR243C,PUS7,,DMA4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR242C,SSP2,,DMA4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR239W,ABP140,,DMA4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR238W,,,DMA4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR237W,HES1,,DMA4654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR235W,IRC13,,DMA4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR271C,FSF1,,DMA4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR270C,VPH1,vph1-supp1,DMA4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR269W,PAC1,,DMA4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR295W,PCA1,,DMA466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR268C,,,DMA4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR267C,HRK1,,DMA4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR266W,PNT1,,DMA4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR265W,RBL2,,DMA4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR264W,DSE3,,DMA4664,,1307,2,7.3,0.008,0.011,0.011,0.019,0.019,0.004,0.927,0.001,1011,2,24.4,0.056,0.093,0.061,0.756,0.034,671,2,27.7,0.046,0.092,0.107,0.018,0.723,0.013,1055,2,16.2,0.005,0.034,0.078,0.045,0.838,0.001
YOR263C,,,DMA4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR255W,OSW1,,DMA4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR253W,NAT5,,DMA4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR286W,RDL2,,DMA4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR294W,SUL1,,DMA467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR285W,RDL1,,DMA4670,,1979,2,8.1,0.009,0.016,0.003,0.017,0.035,0.001,0.919,0,1079,2,21.7,0.042,0.11,0.035,0.783,0.03,262,2,26,0.027,0.115,0.073,0.034,0.74,0.011,1344,2,17.9,0.009,0.031,0.063,0.073,0.821,0.004
YOR284W,HUA2,,DMA4671,,1628,2,8.5,0.009,0.024,0.009,0.023,0.017,0.004,0.915,0,1181,2,24.7,0.064,0.117,0.034,0.753,0.032,662,2,21.1,0.045,0.091,0.06,0.012,0.789,0.003,1074,2,13.7,0.008,0.041,0.047,0.034,0.863,0.007
YOR283W,,,DMA4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR280C,FSH3,,DMA4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR279C,RFM1,,DMA4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR277C,,,DMA4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR276W,CAF20,,DMA4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR275C,RIM20,,DMA4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR274W,MOD5,,DMA4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR273C,TPO4,,DMA4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR300W,,,DMA4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR299W,BUD7,,DMA4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR298W,MUM3,,DMA4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR298C-A,MBF1,,DMA4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR296W,,,DMA4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR293W,RPS10A,,DMA4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR292C,,,DMA4688,,1619,2,11.5,0.002,0.018,0.007,0.033,0.054,0.001,0.885,0,889,2,20.7,0.046,0.11,0.021,0.793,0.029,1045,2,27.1,0.029,0.123,0.097,0.016,0.729,0.006,531,2,12.6,0.008,0.047,0.026,0.041,0.874,0.004
YOR291W,YPK9,,DMA4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCL025C,AGP1,,DMA469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR289W,,,DMA4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR288C,MPD1,,DMA4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR312C,RPL20B,,DMA4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
